fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,wine_type,total_acidity,fixed_to_volatile,so2_ratio,sweetness,alcohol_band,is_high_alcohol,sugar_per_density,chlorides_per_alcohol,quality_label
6.3,0.31,0.34,2.2,0.045,20.0,77.0,0.9927,3.3,0.43,10.2,5,white,6.95,20.323,0.2597,off_dry,medium,0,2.216,0.00441,0
7.9,0.21,0.4,1.2,0.039,38.0,107.0,0.992,3.21,0.54,10.8,6,white,8.51,37.619,0.3551,off_dry,high,0,1.21,0.00361,0
8.5,0.21,0.41,4.3,0.036,24.0,99.0,0.9947,3.18,0.53,9.7,6,white,9.12,40.476,0.2424,off_dry,medium,0,4.323,0.00371,0
8.1,0.2,0.4,2.0,0.037,19.0,87.0,0.9921,3.12,0.54,11.2,6,white,8.7,40.5,0.2184,off_dry,high,0,2.016,0.0033,0
6.3,0.255,0.37,1.1,0.04,37.0,114.0,0.9905,3.0,0.39,10.9,6,white,6.925,24.706,0.3246,off_dry,high,0,1.111,0.00367,0
5.6,0.16,0.27,1.4,0.044,53.0,168.0,0.9918,3.28,0.37,10.1,6,white,6.03,35.0,0.3155,off_dry,medium,0,1.412,0.00436,0
6.4,0.595,0.14,5.2,0.058,15.0,97.0,0.9951,3.38,0.36,9.0,4,white,7.135,10.756,0.1546,medium,low,0,5.226,0.00644,0
6.3,0.34,0.33,4.6,0.034,19.0,80.0,0.9917,3.38,0.58,12.0,7,white,6.97,18.529,0.2375,off_dry,high,1,4.638,0.00283,1
6.9,0.25,0.3,4.1,0.054,23.0,116.0,0.994,2.99,0.38,9.4,6,white,7.45,27.6,0.1983,off_dry,medium,0,4.125,0.00574,0
7.9,0.22,0.38,8.0,0.043,46.0,152.0,0.9934,3.12,0.32,11.5,7,white,8.5,35.909,0.3026,medium,high,0,8.053,0.00374,1
7.6,0.18,0.46,10.2,0.055,58.0,135.0,0.9968,3.14,0.43,9.9,6,white,8.24,42.222,0.4296,medium,medium,0,10.233,0.00556,0
7.2,0.18,0.41,1.2,0.048,41.0,97.0,0.9919,3.14,0.45,10.4,5,white,7.79,40.0,0.4227,off_dry,medium,0,1.21,0.00462,0
8.2,0.23,0.4,7.5,0.049,12.0,76.0,0.9966,3.06,0.84,9.7,6,white,8.83,35.652,0.1579,medium,medium,0,7.526,0.00505,0
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,6,white,8.06,30.833,0.2424,medium,low,0,14.029,0.00742,0
6.1,0.32,0.24,1.5,0.036,38.0,124.0,0.9898,3.29,0.42,12.4,7,white,6.66,19.062,0.3065,off_dry,very_high,1,1.515,0.0029,1
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,8,white,5.68,11.818,0.3613,off_dry,very_high,1,1.415,0.00298,1
6.4,0.22,0.56,14.5,0.055,27.0,159.0,0.998,2.98,0.4,9.1,5,white,7.18,29.091,0.1698,medium,medium,0,14.529,0.00604,0
6.3,0.36,0.3,4.8,0.049,14.0,85.0,0.9932,3.28,0.39,10.6,5,white,6.96,17.5,0.1647,off_dry,high,0,4.833,0.00462,0
6.7,0.24,0.35,13.1,0.05,64.0,205.0,0.997,3.15,0.5,9.5,5,white,7.29,27.917,0.3122,medium,medium,0,13.139,0.00526,0
7.0,0.23,0.36,13.0,0.051,72.0,177.0,0.9972,3.16,0.49,9.8,5,white,7.59,30.435,0.4068,medium,medium,0,13.037,0.0052,0
8.4,0.27,0.46,8.7,0.048,39.0,197.0,0.9974,3.14,0.59,9.6,6,white,9.13,31.111,0.198,medium,medium,0,8.723,0.005,0
6.7,0.46,0.18,2.4,0.034,25.0,98.0,0.9896,3.08,0.44,12.6,7,white,7.34,14.565,0.2551,off_dry,very_high,1,2.425,0.0027,1
7.5,0.29,0.31,8.95,0.055,20.0,151.0,0.9968,3.08,0.54,9.3,5,white,8.1,25.862,0.1325,medium,medium,0,8.979,0.00591,0
9.65,0.42,0.48,9.85,0.034,5.0,110.0,0.9958,2.87,0.29,10.0,5,white,10.55,22.976,0.0455,medium,medium,0,9.892,0.0034,0
7.1,0.3,0.46,1.5,0.066,29.0,133.0,0.9906,3.12,0.54,12.7,6,white,7.86,23.667,0.218,off_dry,very_high,1,1.514,0.0052,0
7.9,0.19,0.45,1.5,0.045,17.0,96.0,0.9917,3.13,0.39,11.0,6,white,8.54,41.579,0.1771,off_dry,high,0,1.513,0.00409,0
7.6,0.48,0.37,0.8,0.037,4.0,100.0,0.9902,3.03,0.39,11.4,4,white,8.45,15.833,0.04,dry,high,0,0.808,0.00325,0
6.3,0.22,0.43,4.55,0.038,31.0,130.0,0.9918,3.35,0.33,11.5,7,white,6.95,28.636,0.2385,off_dry,high,0,4.588,0.0033,1
7.5,0.27,0.31,16.05,0.051,33.0,173.0,0.999,3.09,0.64,10.2,5,white,8.08,27.778,0.1908,medium,medium,0,16.066,0.005,0
6.9,0.23,0.4,7.5,0.04,50.0,151.0,0.9927,3.11,0.27,11.4,6,white,7.53,30.0,0.3311,medium,high,0,7.555,0.00351,0
7.2,0.32,0.47,5.1,0.044,19.0,65.0,0.991,3.03,0.41,12.6,4,white,7.99,22.5,0.2923,medium,very_high,1,5.146,0.00349,0
5.9,0.23,0.3,12.9,0.054,57.0,170.0,0.9972,3.28,0.39,9.4,5,white,6.43,25.652,0.3353,medium,medium,0,12.936,0.00574,0
6.0,0.67,0.07,1.2,0.06,9.0,108.0,0.9931,3.11,0.35,8.7,4,white,6.74,8.955,0.0833,off_dry,low,0,1.208,0.0069,0
6.4,0.25,0.32,5.5,0.049,41.0,176.0,0.995,3.19,0.68,9.2,6,white,6.97,25.6,0.233,medium,medium,0,5.528,0.00533,0
6.4,0.33,0.31,5.5,0.048,42.0,173.0,0.9951,3.19,0.66,9.3,6,white,7.04,19.394,0.2428,medium,medium,0,5.527,0.00516,0
7.1,0.34,0.15,1.2,0.053,61.0,183.0,0.9936,3.09,0.43,9.2,5,white,7.59,20.882,0.3333,off_dry,medium,0,1.208,0.00576,0
6.8,0.28,0.4,16.05,0.048,48.0,167.0,1.001,2.93,0.5,8.7,5,white,7.48,24.286,0.2874,medium,low,0,16.034,0.00552,0
6.9,0.27,0.4,14.0,0.05,64.0,227.0,0.9979,3.18,0.58,9.6,6,white,7.57,25.555,0.2819,medium,medium,0,14.029,0.00521,0
6.8,0.26,0.56,11.9,0.043,64.0,226.0,0.997,3.02,0.63,9.3,5,white,7.62,26.154,0.2832,medium,medium,0,11.936,0.00462,0
6.8,0.29,0.56,11.9,0.043,66.0,230.0,0.9972,3.02,0.63,9.3,5,white,7.65,23.448,0.287,medium,medium,0,11.933,0.00462,0
6.7,0.24,0.41,9.4,0.04,49.0,166.0,0.9954,3.12,0.61,9.9,6,white,7.35,27.917,0.2952,medium,medium,0,9.443,0.00404,0
5.9,0.3,0.23,4.2,0.038,42.0,119.0,0.9924,3.15,0.5,11.0,5,white,6.43,19.667,0.3529,off_dry,high,0,4.232,0.00345,0
6.8,0.53,0.35,3.8,0.034,26.0,109.0,0.9906,3.26,0.57,12.7,8,white,7.68,12.83,0.2385,off_dry,very_high,1,3.836,0.00268,1
6.5,0.28,0.28,8.5,0.047,54.0,210.0,0.9962,3.09,0.54,8.9,4,white,7.06,23.214,0.2571,medium,low,0,8.532,0.00528,0
6.6,0.28,0.28,8.5,0.052,55.0,211.0,0.9962,3.09,0.55,8.9,6,white,7.16,23.571,0.2607,medium,low,0,8.532,0.00584,0
6.8,0.28,0.36,8.0,0.045,28.0,123.0,0.9928,3.02,0.37,11.4,6,white,7.44,24.286,0.2276,medium,high,0,8.058,0.00395,0
6.6,0.15,0.34,5.1,0.055,34.0,125.0,0.9942,3.36,0.42,9.6,5,white,7.09,44.0,0.272,medium,medium,0,5.13,0.00573,0
6.4,0.29,0.44,3.6,0.10800000000000001,75.0,181.0,0.9942,3.02,0.41,9.1,5,white,7.13,22.069,0.4144,off_dry,medium,0,3.621,0.01187,0
6.4,0.3,0.45,3.5,0.10800000000000001,76.0,180.0,0.9942,3.02,0.39,9.1,6,white,7.15,21.333,0.4222,off_dry,medium,0,3.52,0.01187,0
6.4,0.29,0.44,3.6,0.10800000000000001,75.0,183.0,0.9942,3.01,0.38,9.1,5,white,7.13,22.069,0.4098,off_dry,medium,0,3.621,0.01187,0
6.8,0.26,0.24,7.8,0.052,54.0,214.0,0.9961,3.13,0.47,8.9,5,white,7.3,26.154,0.2523,medium,low,0,7.831,0.00584,0
7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5,white,7.66,22.187,0.2549,medium,low,0,13.126,0.00568,0
6.8,0.27,0.26,16.05,0.049,55.0,196.0,0.9984,3.15,0.5,9.3,5,white,7.33,25.185,0.2806,medium,medium,0,16.076,0.00527,0
6.9,0.54,0.32,13.2,0.05,53.0,236.0,0.9973,3.2,0.5,9.6,5,white,7.76,12.778,0.2246,medium,medium,0,13.236,0.00521,0
6.8,0.26,0.34,13.9,0.034,39.0,134.0,0.9949,3.33,0.53,12.0,6,white,7.4,26.154,0.291,medium,high,1,13.971,0.00283,0
5.8,0.28,0.35,2.3,0.053,36.0,114.0,0.9924,3.28,0.5,10.2,4,white,6.43,20.714,0.3158,off_dry,medium,0,2.318,0.0052,0
6.4,0.21,0.5,11.6,0.042,45.0,153.0,0.9972,3.15,0.43,8.8,5,white,7.11,30.476,0.2941,medium,low,0,11.633,0.00477,0
7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,5,white,7.48,43.75,0.3016,medium,medium,0,8.335,0.00489,0
9.65,0.44,0.6400000000000001,6.2,0.049,20.0,124.0,0.9968,2.99,0.51,9.9,4,white,10.73,21.932,0.1613,medium,medium,0,6.22,0.00495,0
6.8,0.57,0.29,2.2,0.04,15.0,77.0,0.9938,3.32,0.74,10.2,5,white,7.66,11.93,0.1948,off_dry,medium,0,2.214,0.00392,0
6.1,0.4,0.31,0.9,0.048,23.0,170.0,0.993,3.22,0.77,9.5,6,white,6.81,15.25,0.1353,dry,medium,0,0.906,0.00505,0
5.6,0.245,0.25,9.7,0.032,12.0,68.0,0.994,3.31,0.34,10.5,5,white,6.095,22.857,0.1765,medium,medium,0,9.759,0.00305,0
6.8,0.18,0.38,1.4,0.038,35.0,111.0,0.9918,3.32,0.59,11.2,7,white,7.36,37.778,0.3153,off_dry,high,0,1.412,0.00339,1
6.7,0.13,0.29,5.3,0.051,31.0,122.0,0.9944,3.44,0.37,9.7,6,white,7.12,51.538,0.2541,medium,medium,0,5.33,0.00526,0
6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,7,white,6.7,24.8,0.3333,off_dry,high,0,1.412,0.0027,1
5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,5,white,6.3,22.308,0.3618,medium,medium,0,9.236,0.00468,0
7.5,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,5,white,8.13,27.778,0.2744,medium,high,0,7.043,0.00327,0
5.7,0.28,0.24,16.05,0.044,60.0,167.0,0.9989,3.31,0.44,9.4,5,white,6.22,20.357,0.3593,medium,medium,0,16.068,0.00468,0
7.5,0.23,0.36,7.0,0.036,43.0,161.0,0.9938,3.04,0.32,11.0,5,white,8.09,32.609,0.2671,medium,high,0,7.044,0.00327,0
7.2,0.6799999999999999,0.21,9.5,0.07,33.0,172.0,0.9971,3.0,0.55,9.1,6,white,8.09,10.588,0.1919,medium,medium,0,9.528,0.00769,0
6.5,0.19,0.3,0.8,0.043,33.0,144.0,0.9936,3.42,0.39,9.1,6,white,6.99,34.21,0.2292,dry,medium,0,0.805,0.00473,0
6.3,0.495,0.22,1.8,0.046,31.0,140.0,0.9929,3.39,0.54,10.4,6,white,7.015,12.727,0.2214,off_dry,medium,0,1.813,0.00442,0
7.1,0.24,0.41,16.05,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5,white,7.75,29.583,0.269,medium,low,0,16.053,0.00529,0
6.4,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,6,white,6.89,37.647,0.205,off_dry,medium,0,2.415,0.00495,0
7.1,0.25,0.32,10.3,0.041,66.0,272.0,0.9969,3.17,0.52,9.1,6,white,7.67,28.4,0.2426,medium,medium,0,10.332,0.00451,0
6.8,0.64,0.08,9.7,0.062,26.0,142.0,0.9972,3.37,0.46,8.9,4,white,7.52,10.625,0.1831,medium,low,0,9.727,0.00697,0
8.3,0.28,0.4,7.8,0.041,38.0,194.0,0.9976,3.34,0.51,9.6,6,white,8.98,29.643,0.1959,medium,medium,0,7.819,0.00427,0
8.2,0.27,0.39,7.8,0.039,49.0,208.0,0.9976,3.31,0.51,9.5,6,white,8.86,30.37,0.2356,medium,medium,0,7.819,0.00411,0
7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,white,7.81,31.304,0.2835,medium,low,0,14.33,0.00644,0
6.8,0.52,0.32,13.2,0.044,54.0,221.0,0.9972,3.27,0.5,9.6,6,white,7.64,13.077,0.2443,medium,medium,0,13.237,0.00458,0
7.0,0.26,0.59,1.4,0.037,40.0,120.0,0.9918,3.34,0.41,11.1,7,white,7.85,26.923,0.3333,off_dry,high,0,1.412,0.00333,1
6.2,0.25,0.21,15.55,0.039,28.0,159.0,0.9982,3.48,0.64,9.6,6,white,6.66,24.8,0.1761,medium,medium,0,15.578,0.00406,0
7.3,0.32,0.23,13.7,0.05,49.0,197.0,0.9985,3.2,0.46,8.7,5,white,7.85,22.812,0.2487,medium,low,0,13.721,0.00575,0
7.7,0.31,0.26,7.8,0.031,23.0,90.0,0.9944,3.13,0.5,10.4,5,white,8.27,24.839,0.2556,medium,medium,0,7.844,0.00298,0
7.1,0.21,0.37,2.4,0.026,23.0,100.0,0.9903,3.15,0.38,11.4,7,white,7.68,33.809,0.23,off_dry,high,0,2.424,0.00228,1
6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,6,white,7.38,28.333,0.2952,off_dry,medium,0,2.718,0.00485,0
6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,5,white,7.86,17.25,0.2817,medium,low,0,11.228,0.00494,0
6.1,0.18,0.36,2.0,0.038,20.0,249.5,0.9923,3.37,0.79,11.3,6,white,6.64,33.889,0.0802,off_dry,high,0,2.016,0.00336,0
6.8,0.21,0.27,2.1,0.03,26.0,139.0,0.99,3.16,0.61,12.6,7,white,7.28,32.381,0.1871,off_dry,very_high,1,2.121,0.00238,1
5.8,0.2,0.27,1.4,0.031,12.0,77.0,0.9905,3.25,0.36,10.9,7,white,6.27,29.0,0.1558,off_dry,high,0,1.413,0.00284,1
5.6,0.19,0.26,1.4,0.03,12.0,76.0,0.9905,3.25,0.37,10.9,7,white,6.05,29.474,0.1579,off_dry,high,0,1.413,0.00275,1
6.1,0.41,0.14,10.4,0.037,18.0,119.0,0.996,3.38,0.45,10.0,5,white,6.65,14.878,0.1513,medium,medium,0,10.442,0.0037,0
5.9,0.21,0.28,4.6,0.053,40.0,199.0,0.9964,3.66,0.7,10.0,4,white,6.39,28.095,0.201,off_dry,medium,0,4.617,0.0053,0
8.5,0.26,0.21,16.05,0.074,41.0,197.0,0.998,3.02,0.5,9.8,3,white,8.97,32.692,0.2081,medium,medium,0,16.082,0.00755,0
5.8,0.24,0.44,3.5,0.029,5.0,109.0,0.9913,3.53,0.43,11.7,3,white,6.48,24.167,0.0459,off_dry,high,0,3.531,0.00248,0
5.8,0.24,0.39,1.5,0.054,37.0,158.0,0.9932,3.21,0.52,9.3,6,white,6.43,24.167,0.2342,off_dry,medium,0,1.51,0.00581,0
6.7,0.26,0.39,1.1,0.04,45.0,147.0,0.9935,3.32,0.58,9.6,8,white,7.35,25.769,0.3061,off_dry,medium,0,1.107,0.00417,1
6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,7,white,6.95,18.0,0.0825,medium,high,0,5.742,0.00318,1
6.4,0.23,0.39,1.8,0.032,23.0,118.0,0.9912,3.32,0.5,11.8,6,white,7.02,27.826,0.1949,off_dry,high,0,1.816,0.00271,0
5.8,0.36,0.38,0.9,0.037,3.0,75.0,0.9904,3.28,0.34,11.4,4,white,6.54,16.111,0.04,dry,high,0,0.909,0.00325,0
6.9,0.115,0.35,5.4,0.048,36.0,108.0,0.9939,3.32,0.42,10.2,6,white,7.365,59.999,0.3333,medium,medium,0,5.433,0.00471,0
6.9,0.29,0.4,16.05,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5,white,7.59,23.793,0.2308,medium,low,0,16.056,0.00483,0
6.9,0.28,0.4,8.2,0.036,15.0,95.0,0.9944,3.17,0.33,10.2,5,white,7.58,24.643,0.1579,medium,medium,0,8.246,0.00353,0
7.2,0.29,0.4,13.6,0.045,66.0,231.0,0.9977,3.08,0.59,9.6,6,white,7.89,24.828,0.2857,medium,medium,0,13.631,0.00469,0
6.2,0.24,0.35,1.2,0.038,22.0,167.0,0.9912,3.1,0.48,10.6,6,white,6.79,25.833,0.1317,off_dry,high,0,1.211,0.00358,0
6.9,0.32,0.26,8.3,0.053,32.0,180.0,0.9965,3.25,0.51,9.2,6,white,7.48,21.562,0.1778,medium,medium,0,8.329,0.00576,0
5.3,0.58,0.07,6.9,0.043,34.0,149.0,0.9944,3.34,0.57,9.7,5,white,5.95,9.138,0.2282,medium,medium,0,6.939,0.00443,0
5.3,0.585,0.07,7.1,0.044,34.0,145.0,0.9945,3.34,0.57,9.7,6,white,5.955,9.06,0.2345,medium,medium,0,7.139,0.00454,0
5.4,0.59,0.07,7.0,0.045,36.0,147.0,0.9944,3.34,0.57,9.7,6,white,6.06,9.153,0.2449,medium,medium,0,7.039,0.00464,0
5.2,0.6,0.07,7.0,0.044,33.0,147.0,0.9944,3.33,0.58,9.7,5,white,5.87,8.667,0.2245,medium,medium,0,7.039,0.00454,0
5.8,0.25,0.26,13.1,0.051,44.0,148.0,0.9972,3.29,0.38,9.3,5,white,6.31,23.2,0.2973,medium,medium,0,13.137,0.00548,0
6.6,0.58,0.3,5.1,0.057,30.0,123.0,0.9949,3.24,0.38,9.0,5,white,7.48,11.379,0.2439,medium,low,0,5.126,0.00633,0
7.0,0.29,0.54,10.7,0.046,59.0,234.0,0.9966,3.05,0.61,9.5,5,white,7.83,24.138,0.2521,medium,medium,0,10.737,0.00484,0
6.6,0.19,0.41,8.9,0.046,51.0,169.0,0.9954,3.14,0.57,9.8,6,white,7.2,34.737,0.3018,medium,medium,0,8.941,0.00469,0
6.7,0.2,0.41,9.1,0.044,50.0,166.0,0.9954,3.14,0.58,9.8,6,white,7.31,33.5,0.3012,medium,medium,0,9.142,0.00449,0
7.7,0.26,0.4,1.1,0.042,9.0,60.0,0.9915,2.89,0.5,10.6,5,white,8.36,29.615,0.15,off_dry,high,0,1.109,0.00396,0
6.8,0.32,0.34,1.2,0.044,14.0,67.0,0.9919,3.05,0.47,10.6,4,white,7.46,21.25,0.209,off_dry,high,0,1.21,0.00415,0
7.0,0.3,0.49,4.7,0.036,17.0,105.0,0.9916,3.26,0.68,12.4,7,white,7.79,23.333,0.1619,off_dry,very_high,1,4.74,0.0029,1
7.0,0.24,0.36,2.8,0.034,22.0,112.0,0.99,3.19,0.38,12.6,8,white,7.6,29.167,0.1964,off_dry,very_high,1,2.828,0.0027,1
6.1,0.31,0.58,5.0,0.039,36.0,114.0,0.9909,3.3,0.6,12.3,8,white,6.99,19.677,0.3158,off_dry,very_high,1,5.046,0.00317,1
6.8,0.44,0.37,5.1,0.047,46.0,201.0,0.9938,3.08,0.65,10.5,4,white,7.61,15.455,0.2289,medium,medium,0,5.132,0.00448,0
6.7,0.34,0.3,15.6,0.054,51.0,196.0,0.9982,3.19,0.49,9.3,5,white,7.34,19.706,0.2602,medium,medium,0,15.628,0.00581,0
7.1,0.35,0.24,15.4,0.055,46.0,198.0,0.9988,3.12,0.49,8.8,5,white,7.69,20.286,0.2323,medium,low,0,15.419,0.00625,0
7.3,0.32,0.25,7.2,0.056,47.0,180.0,0.9961,3.08,0.47,8.8,5,white,7.87,22.812,0.2611,medium,low,0,7.228,0.00636,0
6.5,0.28,0.33,15.7,0.053,51.0,190.0,0.9978,3.22,0.51,9.7,6,white,7.11,23.214,0.2684,medium,medium,0,15.735,0.00546,0
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,white,7.82,31.304,0.2552,medium,low,0,14.23,0.00644,1
5.9,0.15,0.31,5.8,0.041,53.0,155.0,0.9945,3.52,0.46,10.5,6,white,6.36,39.333,0.3419,medium,medium,0,5.832,0.0039,0
7.4,0.28,0.42,16.05,0.066,53.0,195.0,1.0,2.96,0.44,9.1,5,white,8.1,26.428,0.2718,medium,medium,0,16.05,0.00725,0
6.2,0.28,0.22,7.3,0.041,26.0,157.0,0.9957,3.44,0.64,9.8,7,white,6.7,22.143,0.1656,medium,medium,0,7.332,0.00418,1
9.1,0.59,0.38,1.6,0.066,34.0,182.0,0.9968,3.23,0.38,8.5,3,white,10.07,15.424,0.1868,off_dry,low,0,1.605,0.00776,0
6.3,0.33,0.27,1.2,0.046,34.0,175.0,0.9934,3.37,0.54,9.4,6,white,6.9,19.091,0.1943,off_dry,medium,0,1.208,0.00489,0
8.3,0.39,0.6400000000000001,10.6,0.045,33.0,169.0,0.9976,3.09,0.57,9.4,5,white,9.33,21.282,0.1953,medium,medium,0,10.626,0.00479,0
7.2,0.19,0.46,3.8,0.041,78.5,187.0,0.9932,3.19,0.6,11.2,7,white,7.85,37.895,0.4198,off_dry,high,0,3.826,0.00366,1
7.5,0.17,0.44,11.3,0.046,65.0,146.0,0.997,3.17,0.45,10.0,6,white,8.11,44.117,0.4452,medium,medium,0,11.334,0.0046,0
6.7,0.17,0.5,2.1,0.043,27.0,122.0,0.9923,3.15,0.45,10.3,6,white,7.37,39.412,0.2213,off_dry,medium,0,2.116,0.00417,0
6.1,0.41,0.0,1.6,0.063,36.0,87.0,0.9914,3.27,0.67,10.8,6,white,6.51,14.878,0.4138,off_dry,high,0,1.614,0.00583,0
8.3,0.2,0.35,0.9,0.05,12.0,74.0,0.992,3.13,0.38,10.5,6,white,8.85,41.5,0.1622,dry,medium,0,0.907,0.00476,0
6.0,0.29,0.21,1.3,0.055,42.0,168.0,0.9914,3.32,0.43,11.1,6,white,6.5,20.69,0.25,off_dry,high,0,1.311,0.00495,0
7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41,9.9,6,white,7.95,17.805,0.2515,medium,medium,0,6.835,0.00576,0
7.2,0.43,0.24,6.7,0.058,40.0,163.0,0.995,3.2,0.41,9.9,5,white,7.87,16.744,0.2454,medium,medium,0,6.734,0.00586,0
7.3,0.4,0.24,6.7,0.058,41.0,166.0,0.995,3.2,0.41,9.9,6,white,7.94,18.25,0.247,medium,medium,0,6.734,0.00586,0
6.2,0.33,0.27,4.9,0.036,30.0,134.0,0.9927,3.2,0.42,10.4,7,white,6.8,18.788,0.2239,off_dry,medium,0,4.936,0.00346,1
6.2,0.31,0.26,4.8,0.037,36.0,148.0,0.9928,3.21,0.41,10.4,6,white,6.77,20.0,0.2432,off_dry,medium,0,4.835,0.00356,0
6.1,0.36,0.27,2.1,0.035,16.0,100.0,0.9917,3.4,0.71,11.5,7,white,6.73,16.944,0.16,off_dry,high,0,2.118,0.00304,1
5.0,0.55,0.14,8.3,0.032,35.0,164.0,0.9918,3.53,0.51,12.5,8,white,5.69,9.091,0.2134,medium,very_high,1,8.369,0.00256,1
7.8,0.25,0.41,3.7,0.042,37.0,149.0,0.9954,3.36,0.45,10.0,6,white,8.46,31.2,0.2483,off_dry,medium,0,3.717,0.0042,0
5.7,0.36,0.21,6.7,0.038,51.0,166.0,0.9941,3.29,0.63,10.0,6,white,6.27,15.833,0.3072,medium,medium,0,6.74,0.0038,0
5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,3.29,0.62,10.0,5,white,6.35,17.059,0.2994,medium,medium,0,6.639,0.004,0
6.8,0.28,0.6,1.1,0.10800000000000001,42.0,127.0,0.9934,3.09,0.44,9.1,6,white,7.68,24.286,0.3307,off_dry,medium,0,1.107,0.01187,0
6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6,white,7.39,27.2,0.2537,off_dry,high,0,4.735,0.00292,0
6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,5,white,7.19,27.5,0.2667,medium,medium,0,7.748,0.00295,0
5.9,0.3,0.47,7.85,0.03,19.0,133.0,0.9933,3.52,0.43,11.5,7,white,6.67,19.667,0.1429,medium,high,0,7.903,0.00261,1
6.1,0.125,0.25,3.3,0.04,10.0,69.0,0.9934,3.54,0.59,10.1,6,white,6.475,48.8,0.1449,off_dry,medium,0,3.322,0.00396,0
6.0,0.1,0.24,1.1,0.041,15.0,65.0,0.9927,3.61,0.61,10.3,7,white,6.34,59.999,0.2308,off_dry,medium,0,1.108,0.00398,1
6.8,0.28,0.44,9.3,0.031,35.0,137.0,0.9946,3.16,0.36,10.4,6,white,7.52,24.286,0.2555,medium,medium,0,9.35,0.00298,0
8.3,0.41,0.51,2.0,0.046,11.0,207.0,0.993,3.02,0.55,11.4,5,white,9.22,20.244,0.0531,off_dry,high,0,2.014,0.00404,0
7.5,0.27,0.31,5.8,0.057,78.5,272.125,0.9946,3.18,0.59,10.5,5,white,8.08,27.778,0.2885,medium,medium,0,5.831,0.00543,0
7.9,0.26,0.41,15.15,0.04,38.0,216.0,0.9976,2.96,0.6,10.0,6,white,8.57,30.384,0.1759,medium,medium,0,15.186,0.004,0
6.4,0.34,0.23,6.3,0.039,37.0,143.0,0.9944,3.19,0.65,10.0,6,white,6.97,18.823,0.2587,medium,medium,0,6.335,0.0039,0
6.5,0.28,0.35,15.4,0.042,55.0,195.0,0.9978,3.23,0.5,9.6,6,white,7.13,23.214,0.2821,medium,medium,0,15.434,0.00437,0
7.2,0.21,0.41,1.3,0.036,33.0,85.0,0.992,3.17,0.51,10.4,5,white,7.82,34.286,0.3882,off_dry,medium,0,1.31,0.00346,0
6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,3.36,0.6,12.5,8,white,7.07,20.0,0.3366,off_dry,very_high,1,4.843,0.0024,1
6.8,0.24,0.34,4.6,0.032,37.0,135.0,0.9927,3.2,0.39,10.6,5,white,7.38,28.333,0.2741,off_dry,high,0,4.634,0.00302,0
6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,0.4,11.8,6,white,6.83,27.391,0.1758,off_dry,high,0,1.817,0.0028,0
6.5,0.28,0.34,9.9,0.038,30.0,133.0,0.9954,3.11,0.44,9.8,5,white,7.12,23.214,0.2256,medium,medium,0,9.946,0.00388,0
5.6,0.26,0.26,5.7,0.031,12.0,80.0,0.9923,3.25,0.38,10.8,5,white,6.12,21.538,0.15,medium,high,0,5.744,0.00287,0
6.3,0.23,0.33,1.5,0.036,15.0,105.0,0.991,3.32,0.42,11.2,6,white,6.86,27.391,0.1429,off_dry,high,0,1.514,0.00321,0
5.8,0.27,0.27,12.3,0.045,55.0,170.0,0.9972,3.28,0.42,9.3,6,white,6.34,21.481,0.3235,medium,medium,0,12.335,0.00484,0
5.9,0.26,0.4,1.3,0.047,12.0,139.0,0.9945,3.45,0.53,10.4,5,white,6.56,22.692,0.0863,off_dry,medium,0,1.307,0.00452,0
6.6,0.18,0.35,1.5,0.049,49.0,141.0,0.9934,3.43,0.85,10.2,7,white,7.13,36.666,0.3475,off_dry,medium,0,1.51,0.0048,1
